instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,period
2058,,Summer,2011,Mar,14,No,Thu,1,Light Rain/Snow,0.3,0.303,0.87,0.1343,27,49,76,Sore
2059,,Summer,2011,Mar,15,No,Thu,1,Light Rain/Snow,0.3,0.2727,0.87,0.2985,4,61,65,Sore
2060,,Summer,2011,Mar,16,No,Thu,1,Cloudy,0.3,0.2879,0.87,0.2537,13,72,85,Sore
2061,,Summer,2011,Mar,17,No,Thu,1,Cloudy,0.3,0.2879,0.87,0.2537,15,153,168,Sore
2062,,Summer,2011,Mar,18,No,Thu,1,Cloudy,0.3,0.303,0.87,0.1343,12,165,177,Malam
2063,,Summer,2011,Mar,19,No,Thu,1,Cloudy,0.3,0.303,0.87,0.1343,12,118,130,Malam
2064,,Summer,2011,Mar,20,No,Thu,1,Light Rain/Snow,0.28,0.2576,0.93,0.2836,6,79,85,Malam
2065,,Summer,2011,Mar,21,No,Thu,1,Cloudy,0.28,0.2727,0.93,0.1642,7,53,60,Malam
2066,,Summer,2011,Mar,22,No,Thu,1,Light Rain/Snow,0.28,0.2727,0.93,0.2537,7,44,51,Malam
2067,,Summer,2011,Mar,23,No,Thu,1,Light Rain/Snow,0.26,0.2576,1.0,0.1642,4,23,27,Malam
2068,,Summer,2011,Apr,0,No,Fri,1,Light Rain/Snow,0.26,0.2576,1.0,0.1642,0,6,6,Malam
2069,,Summer,2011,Apr,1,No,Fri,1,Light Rain/Snow,0.26,0.2576,1.0,0.1642,0,4,4,Malam
2070,,Summer,2011,Apr,2,No,Fri,1,Light Rain/Snow,0.26,0.2576,0.93,0.194,0,7,7,Malam
2071,,Summer,2011,Apr,3,No,Fri,1,Cloudy,0.24,0.2273,0.93,0.2537,0,4,4,Malam
2072,,Summer,2011,Apr,4,No,Fri,1,Cloudy,0.24,0.2273,0.93,0.2537,0,3,3,Malam
2073,,Summer,2011,Apr,5,No,Fri,1,Light Rain/Snow,0.24,0.2273,0.93,0.2239,1,11,12,Malam
2074,,Summer,2011,Apr,6,No,Fri,1,Light Rain/Snow,0.24,0.2273,0.93,0.2239,2,26,28,Pagi
2075,,Summer,2011,Apr,7,No,Fri,1,Light Rain/Snow,0.24,0.2424,0.93,0.0,4,91,95,Pagi
2076,,Summer,2011,Apr,8,No,Fri,1,Cloudy,0.26,0.2424,0.87,0.2537,8,198,206,Pagi
2077,,Summer,2011,Apr,9,No,Fri,1,Clear,0.32,0.2879,0.7,0.3582,11,162,173,Pagi
2078,,Summer,2011,Apr,10,No,Fri,1,Clear,0.32,0.303,0.66,0.2836,12,63,75,Pagi
2079,,Summer,2011,Apr,11,No,Fri,1,Clear,0.32,0.2879,0.61,0.3582,17,72,89,Sore
2080,,Summer,2011,Apr,12,No,Fri,1,Clear,0.34,0.303,0.53,0.3582,15,80,95,Sore
2081,,Summer,2011,Apr,13,No,Fri,1,Clear,0.36,0.3333,0.5,0.3582,18,92,110,Sore
2082,,Summer,2011,Apr,14,No,Fri,1,Cloudy,0.36,0.3333,0.46,0.3582,26,61,87,Sore
2083,,Summer,2011,Apr,15,No,Fri,1,Clear,0.34,0.303,0.46,0.4179,30,81,111,Sore
2084,,Summer,2011,Apr,16,No,Fri,1,Clear,0.34,0.303,0.46,0.4179,42,125,167,Sore
2085,,Summer,2011,Apr,17,No,Fri,1,Clear,0.34,0.303,0.46,0.3284,36,245,281,Sore
2086,,Summer,2011,Apr,18,No,Fri,1,Clear,0.34,0.303,0.46,0.3284,36,205,241,Malam
2087,,Summer,2011,Apr,19,No,Fri,1,Clear,0.34,0.303,0.49,0.3284,16,120,136,Malam
2088,,Summer,2011,Apr,20,No,Fri,1,Clear,0.32,0.3182,0.53,0.194,2,75,77,Malam
2089,,Summer,2011,Apr,21,No,Fri,1,Clear,0.32,0.3333,0.53,0.1343,9,84,93,Malam
2090,,Summer,2011,Apr,22,No,Fri,1,Clear,0.3,0.303,0.56,0.1642,10,64,74,Malam
2091,,Summer,2011,Apr,23,No,Fri,1,Clear,0.3,0.3182,0.61,0.0896,12,41,53,Malam
2092,,Summer,2011,Apr,0,No,Sat,0,Cloudy,0.3,0.3333,0.61,0.0,3,29,32,Malam
2093,,Summer,2011,Apr,1,No,Sat,0,Clear,0.26,0.2727,0.65,0.1343,4,28,32,Malam
2094,,Summer,2011,Apr,2,No,Sat,0,Clear,0.24,0.2424,0.75,0.1343,1,20,21,Malam
2095,,Summer,2011,Apr,3,No,Sat,0,Clear,0.24,0.2424,0.7,0.1642,1,8,9,Malam
2096,,Summer,2011,Apr,4,No,Sat,0,Clear,0.24,0.2424,0.7,0.1642,0,5,5,Malam
2097,,Summer,2011,Apr,5,No,Sat,0,Cloudy,0.24,0.2424,0.75,0.1642,1,4,5,Malam
2098,,Summer,2011,Apr,6,No,Sat,0,Clear,0.26,0.2727,0.7,0.1045,5,7,12,Pagi
2099,,Summer,2011,Apr,7,No,Sat,0,Cloudy,0.26,0.2727,0.7,0.1045,2,16,18,Pagi
2100,,Summer,2011,Apr,8,No,Sat,0,Clear,0.3,0.3182,0.7,0.1045,10,45,55,Pagi
2101,,Summer,2011,Apr,9,No,Sat,0,Cloudy,0.34,0.3485,0.66,0.1045,22,65,87,Pagi
2102,,Summer,2011,Apr,10,No,Sat,0,Cloudy,0.36,0.3485,0.57,0.1642,41,113,154,Pagi
2103,,Summer,2011,Apr,11,No,Sat,0,Cloudy,0.4,0.4091,0.47,0.1642,72,126,198,Sore
2104,,Summer,2011,Apr,12,No,Sat,0,Light Rain/Snow,0.32,0.3333,0.81,0.1343,84,100,184,Sore
2105,,Summer,2011,Apr,13,No,Sat,0,Clear,0.34,0.3333,0.81,0.1343,56,81,137,Sore
2106,,Summer,2011,Apr,14,No,Sat,0,Light Rain/Snow,0.32,0.303,0.76,0.3284,97,93,190,Sore
2107,,Summer,2011,Apr,15,No,Sat,0,Light Rain/Snow,0.34,0.303,0.76,0.3881,72,64,136,Sore
2108,,Summer,2011,Apr,16,No,Sat,0,Clear,0.38,0.3939,0.62,0.3284,111,85,196,Sore
2109,,Summer,2011,Apr,17,No,Sat,0,Clear,0.38,0.3939,0.54,0.3582,89,95,184,Sore
2110,,Summer,2011,Apr,18,No,Sat,0,Clear,0.38,0.3939,0.54,0.194,69,110,179,Malam
2111,,Summer,2011,Apr,19,No,Sat,0,Clear,0.36,0.3333,0.53,0.3582,71,77,148,Malam
2112,,Summer,2011,Apr,20,No,Sat,0,Clear,0.34,0.3182,0.53,0.2836,29,56,85,Malam
2113,,Summer,2011,Apr,21,No,Sat,0,Clear,0.32,0.303,0.61,0.2537,24,53,77,Malam
2114,,Summer,2011,Apr,22,No,Sat,0,Clear,0.32,0.303,0.61,0.2985,14,41,55,Malam
2115,,Summer,2011,Apr,23,No,Sat,0,Clear,0.32,0.3182,0.61,0.1642,20,33,53,Malam
2116,,Summer,2011,Apr,0,No,Sun,0,Clear,0.3,0.2879,0.65,0.194,8,31,39,Malam
2117,,Summer,2011,Apr,1,No,Sun,0,Clear,0.3,0.3182,0.61,0.1045,8,26,34,Malam
2118,,Summer,2011,Apr,2,No,Sun,0,Clear,0.26,0.2727,0.7,0.1343,5,19,24,Malam
2119,,Summer,2011,Apr,3,No,Sun,0,Clear,0.3,0.3333,0.61,0.0,3,8,11,Malam
2120,,Summer,2011,Apr,4,No,Sun,0,Clear,0.28,0.303,0.7,0.0896,3,0,3,Malam
2121,,Summer,2011,Apr,5,No,Sun,0,Clear,0.28,0.2727,0.65,0.2239,1,4,5,Malam
2122,,Summer,2011,Apr,6,No,Sun,0,Clear,0.28,0.2727,0.65,0.194,10,23,33,Pagi
2123,,Summer,2011,Apr,7,No,Sun,0,Clear,0.32,0.303,0.57,0.2239,13,20,33,Pagi
2124,,Summer,2011,Apr,8,No,Sun,0,Clear,0.34,0.3333,0.57,0.1642,18,44,62,Pagi
2125,,Summer,2011,Apr,9,No,Sun,0,Clear,0.36,0.3182,0.5,0.4925,68,74,142,Pagi
2126,,Summer,2011,Apr,10,No,Sun,0,Clear,0.4,0.4091,0.43,0.4179,111,104,215,Pagi
2127,,Summer,2011,Apr,11,No,Sun,0,Clear,0.42,0.4242,0.41,0.2537,139,104,243,Sore
2128,,Summer,2011,Apr,12,No,Sun,0,Clear,0.44,0.4394,0.38,0.2836,166,147,313,Sore
2129,,Summer,2011,Apr,13,No,Sun,0,Clear,0.44,0.4394,0.33,0.2985,219,148,367,Sore
2130,,Summer,2011,Apr,14,No,Sun,0,Clear,0.46,0.4545,0.31,0.1343,240,109,349,Sore
2131,,Summer,2011,Apr,15,No,Sun,0,Cloudy,0.46,0.4545,0.33,0.0,174,118,292,Sore
2132,,Summer,2011,Apr,16,No,Sun,0,Cloudy,0.46,0.4545,0.31,0.194,147,156,303,Sore
2133,,Summer,2011,Apr,17,No,Sun,0,Cloudy,0.46,0.4545,0.28,0.1343,148,126,274,Sore
2134,,Summer,2011,Apr,18,No,Sun,0,Cloudy,0.46,0.4545,0.31,0.0,71,101,172,Malam
2135,,Summer,2011,Apr,19,No,Sun,0,Cloudy,0.42,0.4242,0.44,0.194,51,93,144,Malam
2136,,Summer,2011,Apr,20,No,Sun,0,Light Rain/Snow,0.42,0.4242,0.41,0.2239,24,55,79,Malam
2137,,Summer,2011,Apr,21,No,Sun,0,Cloudy,0.42,0.4242,0.44,0.2239,8,37,45,Malam
2138,,Summer,2011,Apr,22,No,Sun,0,Clear,0.4,0.4091,0.43,0.1045,7,29,36,Malam
2139,,Summer,2011,Apr,23,No,Sun,0,Clear,0.4,0.4091,0.5,0.0896,9,22,31,Malam
2140,,Summer,2011,Apr,0,No,Mon,1,Clear,0.4,0.4091,0.5,0.2239,1,5,6,Malam
2141,,Summer,2011,Apr,1,No,Mon,1,Clear,0.4,0.4091,0.56,0.3582,7,4,11,Malam
2142,,Summer,2011,Apr,2,No,Mon,1,Clear,0.38,0.3939,0.66,0.2537,1,1,2,Malam
2143,,Summer,2011,Apr,3,No,Mon,1,Clear,0.38,0.3939,0.66,0.2836,1,0,1,Malam
2144,,Summer,2011,Apr,4,No,Mon,1,Clear,0.38,0.3939,0.71,0.2985,1,1,2,Malam
2145,,Summer,2011,Apr,5,No,Mon,1,Clear,0.4,0.4091,0.62,0.2537,0,7,7,Malam
2146,,Summer,2011,Apr,6,No,Mon,1,Clear,0.42,0.4242,0.58,0.2836,3,43,46,Pagi
2147,,Summer,2011,Apr,7,No,Mon,1,Cloudy,0.44,0.4394,0.54,0.2537,7,150,157,Pagi
2148,,Summer,2011,Apr,8,No,Mon,1,Cloudy,0.46,0.4545,0.55,0.2985,31,308,339,Pagi
2149,,Summer,2011,Apr,9,No,Mon,1,Cloudy,0.5,0.4848,0.51,0.3881,24,134,158,Pagi
2150,,Summer,2011,Apr,10,No,Mon,1,Cloudy,0.54,0.5152,0.45,0.3582,35,55,90,Pagi
2151,,Summer,2011,Apr,11,No,Mon,1,Clear,0.6,0.6212,0.4,0.3881,58,66,124,Sore
2152,,Summer,2011,Apr,12,No,Mon,1,Clear,0.64,0.6212,0.36,0.4627,59,98,157,Sore
2153,,Summer,2011,Apr,13,No,Mon,1,Clear,0.68,0.6364,0.34,0.3284,47,92,139,Sore
2154,,Summer,2011,Apr,14,No,Mon,1,Cloudy,0.74,0.6515,0.27,0.4925,47,76,123,Sore
2155,,Summer,2011,Apr,15,No,Mon,1,Clear,0.76,0.6667,0.23,0.5522,47,96,143,Sore
2156,,Summer,2011,Apr,16,No,Mon,1,Clear,0.76,0.6515,0.22,0.5224,59,130,189,Sore
2157,,Summer,2011,Apr,17,No,Mon,1,Clear,0.74,0.6515,0.23,0.6119,83,283,366,Sore
2158,,Summer,2011,Apr,18,No,Mon,1,Cloudy,0.72,0.6364,0.23,0.4925,78,308,386,Malam
2159,,Summer,2011,Apr,19,No,Mon,1,Clear,0.7,0.6364,0.24,0.4627,51,227,278,Malam
2160,,Summer,2011,Apr,20,No,Mon,1,Cloudy,0.7,0.6364,0.24,0.5522,40,133,173,Malam
2161,,Summer,2011,Apr,21,No,Mon,1,Cloudy,0.7,0.6364,0.3,0.4478,19,76,95,Malam
2162,,Summer,2011,Apr,22,No,Mon,1,Cloudy,0.68,0.6364,0.36,0.4627,17,58,75,Malam
2163,,Summer,2011,Apr,23,No,Mon,1,Cloudy,0.64,0.6212,0.47,0.2239,18,30,48,Malam
2164,,Summer,2011,Apr,0,No,Tue,1,Clear,0.62,0.6212,0.5,0.1045,10,12,22,Malam
2165,,Summer,2011,Apr,1,No,Tue,1,Light Rain/Snow,0.62,0.6212,0.57,0.4179,10,5,15,Malam
2166,,Summer,2011,Apr,2,No,Tue,1,Cloudy,0.54,0.5152,0.73,0.3284,0,5,5,Malam
2167,,Summer,2011,Apr,3,No,Tue,1,Cloudy,0.54,0.5152,0.73,0.3284,1,3,4,Malam
2168,,Summer,2011,Apr,4,No,Tue,1,Light Rain/Snow,0.5,0.4848,0.88,0.4925,0,2,2,Malam
2169,,Summer,2011,Apr,5,No,Tue,1,Light Rain/Snow,0.46,0.4545,0.94,0.2985,0,5,5,Malam
2170,,Summer,2011,Apr,6,No,Tue,1,Cloudy,0.48,0.4697,0.88,0.3284,2,36,38,Pagi
2171,,Summer,2011,Apr,7,No,Tue,1,Cloudy,0.48,0.4697,0.88,0.3284,10,124,134,Pagi
2172,,Summer,2011,Apr,8,No,Tue,1,Light Rain/Snow,0.38,0.3939,0.87,0.5821,9,148,157,Pagi
2173,,Summer,2011,Apr,9,No,Tue,1,Light Rain/Snow,0.36,0.3182,0.87,0.4925,2,44,46,Pagi
2174,,Summer,2011,Apr,10,No,Tue,1,Light Rain/Snow,0.34,0.303,0.81,0.3881,3,25,28,Pagi
2175,,Summer,2011,Apr,11,No,Tue,1,Light Rain/Snow,0.32,0.2879,0.81,0.4478,1,18,19,Sore
2176,,Summer,2011,Apr,12,No,Tue,1,Cloudy,0.34,0.303,0.71,0.3881,6,32,38,Sore
2177,,Summer,2011,Apr,13,No,Tue,1,Cloudy,0.36,0.3333,0.63,0.4179,5,51,56,Sore
2178,,Summer,2011,Apr,14,No,Tue,1,Cloudy,0.36,0.3182,0.57,0.4925,9,67,76,Sore
2179,,Summer,2011,Apr,15,No,Tue,1,Clear,0.4,0.4091,0.46,0.4627,6,62,68,Sore
2180,,Summer,2011,Apr,16,No,Tue,1,Clear,0.38,0.3939,0.46,0.4179,17,113,130,Sore
2181,,Summer,2011,Apr,17,No,Tue,1,Clear,0.42,0.4242,0.38,0.4179,27,246,273,Sore
2182,,Summer,2011,Apr,18,No,Tue,1,Clear,0.38,0.3939,0.4,0.4925,19,248,267,Malam
2183,,Summer,2011,Apr,19,No,Tue,1,Clear,0.36,0.3333,0.43,0.2985,12,148,160,Malam
2184,,Summer,2011,Apr,20,No,Tue,1,Clear,0.34,0.3182,0.46,0.2836,4,87,91,Malam
2185,,Summer,2011,Apr,21,No,Tue,1,Clear,0.34,0.2879,0.46,0.5224,8,81,89,Malam
2186,,Summer,2011,Apr,22,No,Tue,1,Clear,0.32,0.303,0.49,0.2985,3,43,46,Malam
2187,,Summer,2011,Apr,23,No,Tue,1,Clear,0.3,0.2879,0.49,0.2836,3,23,26,Malam
2188,,Summer,2011,Apr,0,No,Wed,1,Clear,0.3,0.3182,0.49,0.1045,0,15,15,Malam
2189,,Summer,2011,Apr,1,No,Wed,1,Clear,0.26,0.2727,0.6,0.1343,0,2,2,Malam
2190,,Summer,2011,Apr,2,No,Wed,1,Clear,0.24,0.2424,0.7,0.1343,0,5,5,Malam
2191,,Summer,2011,Apr,3,No,Wed,1,Clear,0.26,0.2727,0.6,0.1343,0,4,4,Malam
2192,,Summer,2011,Apr,4,No,Wed,1,Clear,0.24,0.2424,0.65,0.1343,0,1,1,Malam
2193,,Summer,2011,Apr,5,No,Wed,1,Clear,0.24,0.2576,0.7,0.1045,1,12,13,Malam
2194,,Summer,2011,Apr,6,No,Wed,1,Clear,0.24,0.2576,0.7,0.1045,4,52,56,Pagi
2195,,Summer,2011,Apr,7,No,Wed,1,Clear,0.26,0.2727,0.65,0.1045,3,130,133,Pagi
2196,,Summer,2011,Apr,8,No,Wed,1,Clear,0.32,0.303,0.61,0.2239,17,308,325,Pagi
2197,,Summer,2011,Apr,9,No,Wed,1,Clear,0.36,0.3333,0.46,0.2537,8,157,165,Pagi
2198,,Summer,2011,Apr,10,No,Wed,1,Clear,0.4,0.4091,0.37,0.3881,21,48,69,Pagi
2199,,Summer,2011,Apr,11,No,Wed,1,Clear,0.42,0.4242,0.38,0.3881,23,70,93,Sore
2200,,Summer,2011,Apr,12,No,Wed,1,Clear,0.44,0.4394,0.41,0.2537,22,112,134,Sore
2201,,Summer,2011,Apr,13,No,Wed,1,Clear,0.46,0.4545,0.38,0.4925,29,83,112,Sore
2202,,Summer,2011,Apr,14,No,Wed,1,Clear,0.5,0.4848,0.34,0.4179,35,80,115,Sore
2203,,Summer,2011,Apr,15,No,Wed,1,Clear,0.52,0.5,0.32,0.3284,34,83,117,Sore
2204,,Summer,2011,Apr,16,No,Wed,1,Clear,0.54,0.5152,0.28,0.4179,27,142,169,Sore
2205,,Summer,2011,Apr,17,No,Wed,1,Clear,0.52,0.5,0.32,0.4478,53,303,356,Sore
2206,,Summer,2011,Apr,18,No,Wed,1,Clear,0.52,0.5,0.29,0.3582,43,282,325,Malam
2207,,Summer,2011,Apr,19,No,Wed,1,Clear,0.5,0.4848,0.31,0.2985,36,196,232,Malam
2208,,Summer,2011,Apr,20,No,Wed,1,Clear,0.46,0.4545,0.51,0.2239,15,126,141,Malam
2209,,Summer,2011,Apr,21,No,Wed,1,Clear,0.46,0.4545,0.41,0.2836,18,84,102,Malam
2210,,Summer,2011,Apr,22,No,Wed,1,Clear,0.46,0.4545,0.41,0.2836,13,71,84,Malam
2211,,Summer,2011,Apr,23,No,Wed,1,Clear,0.46,0.4545,0.41,0.2985,11,29,40,Malam
2212,,Summer,2011,Apr,0,No,Thu,1,Clear,0.46,0.4545,0.41,0.2836,5,15,20,Malam
2213,,Summer,2011,Apr,1,No,Thu,1,Clear,0.42,0.4242,0.47,0.1343,2,11,13,Malam
2214,,Summer,2011,Apr,2,No,Thu,1,Clear,0.42,0.4242,0.54,0.0,0,7,7,Malam
2215,,Summer,2011,Apr,3,No,Thu,1,Clear,0.36,0.3485,0.66,0.194,0,3,3,Malam
2216,,Summer,2011,Apr,4,No,Thu,1,Clear,0.34,0.3333,0.76,0.194,0,1,1,Malam
2217,,Summer,2011,Apr,5,No,Thu,1,Clear,0.34,0.3182,0.76,0.2239,0,6,6,Malam
2218,,Summer,2011,Apr,6,No,Thu,1,Clear,0.32,0.303,0.81,0.2537,5,59,64,Pagi
2219,,Summer,2011,Apr,7,No,Thu,1,Cloudy,0.34,0.3333,0.76,0.1642,8,152,160,Pagi
2220,,Summer,2011,Apr,8,No,Thu,1,Clear,0.36,0.3485,0.76,0.194,23,291,314,Pagi
2221,,Summer,2011,Apr,9,No,Thu,1,Cloudy,0.4,0.4091,0.66,0.1343,15,155,170,Pagi
2222,,Summer,2011,Apr,10,No,Thu,1,Cloudy,0.42,0.4242,0.67,0.1045,29,66,95,Pagi
2223,,Summer,2011,Apr,11,No,Thu,1,Cloudy,0.46,0.4545,0.55,0.0,36,86,122,Sore
2224,,Summer,2011,Apr,12,No,Thu,1,Cloudy,0.46,0.4545,0.55,0.0,39,114,153,Sore
2225,,Summer,2011,Apr,13,No,Thu,1,Cloudy,0.52,0.5,0.48,0.0896,36,99,135,Sore
2226,,Summer,2011,Apr,14,No,Thu,1,Clear,0.56,0.5303,0.43,0.0896,46,111,157,Sore
2227,,Summer,2011,Apr,15,No,Thu,1,Clear,0.6,0.6212,0.38,0.1045,27,133,160,Sore
2228,,Summer,2011,Apr,16,No,Thu,1,Clear,0.6,0.6212,0.35,0.0,52,161,213,Sore
2229,,Summer,2011,Apr,17,No,Thu,1,Clear,0.52,0.5,0.52,0.2836,63,280,343,Sore
2230,,Summer,2011,Apr,18,No,Thu,1,Clear,0.48,0.4697,0.55,0.2537,68,265,333,Malam
2231,,Summer,2011,Apr,19,No,Thu,1,Clear,0.46,0.4545,0.59,0.2985,34,192,226,Malam
2232,,Summer,2011,Apr,20,No,Thu,1,Clear,0.44,0.4394,0.62,0.1642,37,166,203,Malam
2233,,Summer,2011,Apr,21,No,Thu,1,Cloudy,0.44,0.4394,0.67,0.2836,19,89,108,Malam
2234,,Summer,2011,Apr,22,No,Thu,1,Cloudy,0.4,0.4091,0.76,0.194,18,63,81,Malam
2235,,Summer,2011,Apr,23,No,Thu,1,Clear,0.38,0.3939,0.76,0.2537,9,45,54,Malam
2236,,Summer,2011,Apr,0,No,Fri,1,Cloudy,0.36,0.3485,0.76,0.2239,4,21,25,Malam
2237,,Summer,2011,Apr,1,No,Fri,1,Cloudy,0.34,0.3333,0.76,0.1343,3,6,9,Malam
2238,,Summer,2011,Apr,2,No,Fri,1,Light Rain/Snow,0.34,0.3333,0.76,0.1642,3,10,13,Malam
2239,,Summer,2011,Apr,3,No,Fri,1,Light Rain/Snow,0.34,0.3333,0.76,0.1642,0,1,1,Malam
2240,,Summer,2011,Apr,4,No,Fri,1,Cloudy,0.34,0.3333,0.86,0.1343,0,1,1,Malam
2241,,Summer,2011,Apr,5,No,Fri,1,Cloudy,0.32,0.3182,0.87,0.194,1,8,9,Malam
2242,,Summer,2011,Apr,6,No,Fri,1,Cloudy,0.34,0.3636,0.87,0.0,2,33,35,Pagi
2243,,Summer,2011,Apr,7,No,Fri,1,Light Rain/Snow,0.34,0.3333,0.87,0.1642,4,109,113,Pagi
2244,,Summer,2011,Apr,8,No,Fri,1,Light Rain/Snow,0.34,0.3333,0.87,0.1642,13,208,221,Pagi
2245,,Summer,2011,Apr,9,No,Fri,1,Cloudy,0.36,0.3485,0.76,0.194,17,168,185,Pagi
2246,,Summer,2011,Apr,10,No,Fri,1,Cloudy,0.36,0.3333,0.71,0.2836,10,63,73,Pagi
2247,,Summer,2011,Apr,11,No,Fri,1,Cloudy,0.4,0.4091,0.62,0.3881,19,79,98,Sore
2248,,Summer,2011,Apr,12,No,Fri,1,Light Rain/Snow,0.38,0.3939,0.66,0.2239,29,51,80,Sore
2249,,Summer,2011,Apr,13,No,Fri,1,Light Rain/Snow,0.36,0.3333,0.76,0.2836,7,35,42,Sore
2250,,Summer,2011,Apr,14,No,Fri,1,Light Rain/Snow,0.34,0.3182,0.87,0.2239,2,13,15,Sore
2251,,Summer,2011,Apr,15,No,Fri,1,Light Rain/Snow,0.34,0.3182,0.87,0.2239,1,24,25,Sore
2252,,Summer,2011,Apr,16,No,Fri,1,Cloudy,0.32,0.303,0.93,0.2537,2,58,60,Sore
2253,,Summer,2011,Apr,17,No,Fri,1,Light Rain/Snow,0.32,0.303,0.93,0.2537,10,138,148,Sore
2254,,Summer,2011,Apr,18,No,Fri,1,Light Rain/Snow,0.32,0.303,0.93,0.2537,8,54,62,Malam
2255,,Summer,2011,Apr,19,No,Fri,1,Light Rain/Snow,0.3,0.2727,0.93,0.4179,1,52,53,Malam
2256,,Summer,2011,Apr,20,No,Fri,1,Cloudy,0.3,0.2727,0.93,0.3284,12,51,63,Malam
2257,,Summer,2011,Apr,21,No,Fri,1,Cloudy,0.3,0.2879,0.93,0.2537,11,43,54,Malam
2258,,Summer,2011,Apr,22,No,Fri,1,Cloudy,0.3,0.2727,0.93,0.2985,9,42,51,Malam
2259,,Summer,2011,Apr,23,No,Fri,1,Cloudy,0.3,0.2879,0.93,0.2239,4,31,35,Malam
2260,,Summer,2011,Apr,0,No,Sat,0,Cloudy,0.3,0.2879,0.87,0.2239,5,26,31,Malam
2261,,Summer,2011,Apr,1,No,Sat,0,Cloudy,0.3,0.303,0.87,0.1343,3,17,20,Malam
2262,,Summer,2011,Apr,2,No,Sat,0,Cloudy,0.32,0.303,0.87,0.2239,2,15,17,Malam
2263,,Summer,2011,Apr,3,No,Sat,0,Light Rain/Snow,0.3,0.2879,1.0,0.2537,3,11,14,Malam
2264,,Summer,2011,Apr,4,No,Sat,0,Light Rain/Snow,0.3,0.2727,1.0,0.2537,0,3,3,Malam
2265,,Summer,2011,Apr,5,No,Sat,0,Cloudy,0.3,0.2879,0.93,0.2239,0,5,5,Malam
2266,,Summer,2011,Apr,6,No,Sat,0,Cloudy,0.3,0.2879,0.93,0.194,0,13,13,Pagi
2267,,Summer,2011,Apr,7,No,Sat,0,Cloudy,0.3,0.303,0.93,0.1642,8,13,21,Pagi
2268,,Summer,2011,Apr,8,No,Sat,0,Cloudy,0.32,0.303,0.93,0.1642,7,47,54,Pagi
2269,,Summer,2011,Apr,9,No,Sat,0,Cloudy,0.34,0.3485,0.87,0.1045,27,71,98,Pagi
2270,,Summer,2011,Apr,10,No,Sat,0,Cloudy,0.34,0.3333,0.87,0.1343,43,90,133,Pagi
2271,,Summer,2011,Apr,11,No,Sat,0,Cloudy,0.36,0.3636,0.81,0.0,51,91,142,Sore
2272,,Summer,2011,Apr,12,No,Sat,0,Cloudy,0.36,0.3485,0.81,0.1343,79,123,202,Sore
2273,,Summer,2011,Apr,13,No,Sat,0,Cloudy,0.36,0.3788,0.81,0.0,114,108,222,Sore
2274,,Summer,2011,Apr,14,No,Sat,0,Cloudy,0.36,0.3485,0.81,0.1343,94,118,212,Sore
2275,,Summer,2011,Apr,15,No,Sat,0,Cloudy,0.36,0.3788,0.87,0.0,85,116,201,Sore
2276,,Summer,2011,Apr,16,No,Sat,0,Cloudy,0.38,0.3939,0.82,0.0,73,118,191,Sore
2277,,Summer,2011,Apr,17,No,Sat,0,Cloudy,0.38,0.3939,0.82,0.0896,128,129,257,Sore
2278,,Summer,2011,Apr,18,No,Sat,0,Cloudy,0.38,0.3939,0.82,0.1045,48,129,177,Malam
2279,,Summer,2011,Apr,19,No,Sat,0,Cloudy,0.38,0.3939,0.82,0.1343,47,83,130,Malam
2280,,Summer,2011,Apr,20,No,Sat,0,Cloudy,0.38,0.3939,0.87,0.1642,19,74,93,Malam
2281,,Summer,2011,Apr,21,No,Sat,0,Cloudy,0.36,0.3485,0.93,0.1343,10,65,75,Malam
2282,,Summer,2011,Apr,22,No,Sat,0,Cloudy,0.36,0.3485,0.93,0.1343,21,66,87,Malam
2283,,Summer,2011,Apr,23,No,Sat,0,Cloudy,0.38,0.3939,0.87,0.0896,12,45,57,Malam
2284,,Summer,2011,Apr,0,No,Sun,0,Cloudy,0.38,0.3939,0.87,0.0896,5,48,53,Malam
2285,,Summer,2011,Apr,1,No,Sun,0,Cloudy,0.38,0.3939,0.87,0.1343,6,31,37,Malam
2286,,Summer,2011,Apr,2,No,Sun,0,Cloudy,0.38,0.3939,0.87,0.0896,12,24,36,Malam
2287,,Summer,2011,Apr,3,No,Sun,0,Cloudy,0.38,0.3939,0.87,0.1343,5,11,16,Malam
2288,,Summer,2011,Apr,4,No,Sun,0,Cloudy,0.36,0.3636,0.93,0.1045,3,2,5,Malam
2289,,Summer,2011,Apr,5,No,Sun,0,Cloudy,0.36,0.3636,0.93,0.0896,0,4,4,Malam
2290,,Summer,2011,Apr,6,No,Sun,0,Cloudy,0.36,0.3636,0.93,0.0896,0,4,4,Pagi
2291,,Summer,2011,Apr,7,No,Sun,0,Cloudy,0.36,0.3636,1.0,0.0896,3,7,10,Pagi
2292,,Summer,2011,Apr,8,No,Sun,0,Cloudy,0.38,0.3939,0.94,0.0896,17,38,55,Pagi
2293,,Summer,2011,Apr,9,No,Sun,0,Cloudy,0.38,0.3939,0.94,0.1343,31,50,81,Pagi
2294,,Summer,2011,Apr,10,No,Sun,0,Cloudy,0.4,0.4091,0.87,0.0,69,81,150,Pagi
